Number	Associated	TaxRank	MinScore	NextMaxScore
30162	Cequinquevirus	Genus	205:05:00	41:01:00
12910	Schizotequatrovirus	Genus	122:06:00	42:05:00
17758	Varicellovirus	Genus	36:07:00	
29463	Bastillevirus	Genus	307:03:00	
8131	Mimivirus	Genus	292:03:00	
27082	Seunavirus	Genus	252:02:00	112:05:00
21995	Corndogvirus	Genus	255:03:00	
4280	Cyprinivirus	Genus	183:03:00	
21973	Corndogvirus	Genus	344:05:00	
4217	Cyprinivirus	Genus	2768:03:00	
4219	Cyprinivirus	Genus	46:05:00	
30293	Asteriusvirus	Genus	165:09:00	163:04:00
15444	Mimivirus	Genus	319:02:00	36:08:00
17332	Mimivirus	Genus	134:08:00	32:02:00
22001	Corndogvirus	Genus	183:02:00	
6558	Megalocytivirus	Genus	39:04:00	
23859	Kochikohdavirus	Genus	132:07:00	41:04:00
20047	Marseillevirus	Genus	177:09:00	
16405	Fromanvirus	Genus	208:08:00	78:06:00
7887	Mimivirus	Genus	134:06:00	
7816	Mimivirus	Genus	110:01:00	
16784	Bovispumavirus	Genus	604:08:00	51:08:00
12614	Obolenskvirus	Genus	173:06:00	36:02:00
28005	Barnyardvirus	Genus	241:04:00	38:07:00
13690	Badnavirus	Genus	148:04:00	
30956	Bequatrovirus	Genus	124:00:00	39:00:00
9615	Alphabaculovirus	Genus	105:04:00	35:04:00
18526	Siminovitchvirus	Genus	80:04:00	40:06:00
14352	Fromanvirus	Genus	152:09:00	56:07:00
20362	Marseillevirus	Genus	97:07:00	55:02:00
18092	Andromedavirus	Genus	92:01:00	
7993	Mimivirus	Genus	133:08:00	
2196	Whispovirus	Genus	187:05:00	
8895	Cytomegalovirus	Genus	349:03:00	
13847	Saphexavirus	Genus	481:05:00	43:02:00
29503	Bastillevirus	Genus	169:07:00	35:02:00
17140	Alphabaculovirus	Genus	151:00:00	34:01:00
8964	Cytomegalovirus	Genus	90:03:00	34:02:00
23028	Kuravirus	Genus	107:08:00	38:06:00
6524	Megalocytivirus	Genus	208:05:00	54:03:00
24837	Nankokuvirus	Genus	167:08:00	35:08:00
21692	Cheoctovirus	Genus	107:07:00	53:07:00
28526	Nankokuvirus	Genus	187:09:00	53:01:00
28711	Chloriridovirus	Genus	444:09:00	114:00:00
7189	Mimivirus	Genus	532:06:00	
959	Alphamesonivirus	Genus	179:01:00	
4101	Muromegalovirus	Genus	116:09:00	34:05:00
2093	Whispovirus	Genus	203:05:00	
6275	Varicellovirus	Genus	116:08:00	
11418	Betabaculovirus	Genus	34:06:00	
15347	Mimivirus	Genus	92:09:00	
25492	Potexvirus	Genus	67:09:00	55:08:00
4307	Cyprinivirus	Genus	61:04:00	
28796	Seunavirus	Genus	69:01:00	
30906	Chloriridovirus	Genus	141:05:00	
11294	Unaquatrovirus	Genus	106:07:00	43:00:00
19433	Pandoravirus	Genus	42:00:00	
13852	Saphexavirus	Genus	427:03:00	36:04:00
20678	Alphabaculovirus	Genus	557:07:00	
23019	Kuravirus	Genus	255:04:00	46:00:00
6544	Megalocytivirus	Genus	215:03:00	
15333	Mimivirus	Genus	167:00:00	
17160	Alphabaculovirus	Genus	110:09:00	37:00:00
29141	Certrevirus	Genus	240:08:00	49:04:00
24541	Moonvirus	Genus	118:07:00	114:00:00
9420	Mardivirus	Genus	252:06:00	
17577	Mimivirus	Genus	258:05:00	32:02:00
17662	Mimivirus	Genus	328:05:00	
15558	Mimivirus	Genus	108:06:00	
22389	Enhodamvirus	Genus	149:04:00	
13269	Phikzvirus	Genus	88:04:00	68:09:00
23882	Kochikohdavirus	Genus	151:05:00	107:04:00
24832	Nankokuvirus	Genus	164:02:00	
1412	Rhadinovirus	Genus	90:05:00	
30610	Slashvirus	Genus	133:01:00	126:09:00
15103	Mimivirus	Genus	68:02:00	64:06:00
15779	Alphabaculovirus	Genus	431:06:00	
18059	Andromedavirus	Genus	85:01:00	48:03:00
23454	Gordtnkvirus	Genus	124:09:00	88:08:00
3480	Avipoxvirus	Genus	101:04:00	
4080	Muromegalovirus	Genus	305:01:00	
20381	Marseillevirus	Genus	53:08:00	
20667	Alphabaculovirus	Genus	183:08:00	
6600	Megalocytivirus	Genus	279:06:00	38:02:00
16845	Cheoctovirus	Genus	169:05:00	
2270	Whispovirus	Genus	169:09:00	
24833	Nankokuvirus	Genus	240:05:00	
21964	Corndogvirus	Genus	137:09:00	
21989	Corndogvirus	Genus	279:01:00	
21005	Agatevirus	Genus	203:09:00	36:06:00
26659	Krischvirus	Genus	143:04:00	88:03:00
8878	Cytomegalovirus	Genus	56:06:00	
22003	Corndogvirus	Genus	88:01:00	
7084	Mimivirus	Genus	162:09:00	
8016	Mimivirus	Genus	110:06:00	
8037	Mimivirus	Genus	327:09:00	
2953	Betanudivirus	Genus	291:03:00	98:09:00
4013	Muromegalovirus	Genus	131:09:00	
3438	Avipoxvirus	Genus	33:03:00	
7864	Mimivirus	Genus	159:05:00	
26473	Barnyardvirus	Genus	106:07:00	39:02:00
7417	Mimivirus	Genus	59:01:00	
23834	Kochikohdavirus	Genus	184:09:00	80:04:00
4050	Muromegalovirus	Genus	133:09:00	
4097	Muromegalovirus	Genus	250:05:00	
26311	Timquatrovirus	Genus	76:01:00	32:06:00
6662	Varicellovirus	Genus	114:08:00	38:03:00
6587	Megalocytivirus	Genus	359:03:00	
21999	Corndogvirus	Genus	232:03:00	
22414	Enhodamvirus	Genus	198:07:00	
4363	Cyprinivirus	Genus	175:06:00	
16170	Fromanvirus	Genus	160:01:00	64:07:00
29077	Kuttervirus	Genus	392:01:00	198:04:00
27529	Cheoctovirus	Genus	160:07:00	137:08:00
1613	Orthopoxvirus	Genus	165:03:00	
29632	Bequatrovirus	Genus	251:06:00	
9330	Orthopoxvirus	Genus	162:09:00	
6492	Iltovirus	Genus	125:03:00	124:09:00
17947	Gamaleyavirus	Genus	112:06:00	67:07:00
16205	Schizotequatrovirus	Genus	196:08:00	119:03:00
8043	Mimivirus	Genus	149:01:00	
8445	Megalocytivirus	Genus	179:02:00	
18113	Rogunavirus	Genus	37:01:00	
28853	Seunavirus	Genus	219:00:00	34:00:00
31103	Bastillevirus	Genus	115:01:00	73:03:00
29594	Bequatrovirus	Genus	39:01:00	
9575	Alphabaculovirus	Genus	177:08:00	
25809	Betabaculovirus	Genus	74:05:00	54:00:00
7708	Mimivirus	Genus	620:09:00	
17011	Ascovirus	Genus	78:05:00	37:04:00
30299	Asteriusvirus	Genus	148:00:00	146:02:00
2268	Whispovirus	Genus	805:07:00	
13276	Phikzvirus	Genus	299:02:00	180:05:00
30574	Limdunavirus	Genus	136:05:00	46:05:00
22301	Litunavirus	Genus	199:00:00	68:03:00
30785	Helsingorvirus	Genus	135:09:00	
26455	Rosenblumvirus	Genus	55:05:00	34:00:00
12387	Etatorquevirus	Genus	129:04:00	33:04:00
13271	Phikzvirus	Genus	161:03:00	82:09:00
18784	Cbastvirus	Genus	458:08:00	
3441	Avipoxvirus	Genus	33:05:00	
18954	Pandoravirus	Genus	241:04:00	
29385	Pahexavirus	Genus	72:03:00	42:09:00
29630	Bequatrovirus	Genus	194:02:00	
6547	Megalocytivirus	Genus	950:02:00	
6572	Megalocytivirus	Genus	59:07:00	
20655	Alphabaculovirus	Genus	132:06:00	47:06:00
15405	Mimivirus	Genus	164:06:00	
23889	Kochikohdavirus	Genus	120:02:00	31:08:00
20225	Marseillevirus	Genus	74:05:00	41:08:00
20389	Marseillevirus	Genus	236:03:00	
9568	Betanecrovirus	Genus	121:03:00	52:05:00
24001	Emdodecavirus	Genus	206:02:00	52:02:00
28847	Seunavirus	Genus	142:04:00	136:01:00
19355	Pandoravirus	Genus	464:01:00	61:00:00
24608	Betaentomopoxvirus	Genus	200:01:00	176:03:00
19621	Pandoravirus	Genus	327:09:00	
6548	Megalocytivirus	Genus	565:09:00	
22395	Enhodamvirus	Genus	216:00:00	
23134	Kochikohdavirus	Genus	145:05:00	35:02:00
7722	Mimivirus	Genus	180:01:00	
23092	Kuravirus	Genus	134:09:00	37:07:00
7753	Mimivirus	Genus	88:08:00	
15649	Iltovirus	Genus	143:03:00	61:06:00
17162	Alphabaculovirus	Genus	63:06:00	32:03:00
6019	Orthopoxvirus	Genus	160:08:00	
21937	Corndogvirus	Genus	137:00:00	
4318	Cyprinivirus	Genus	162:05:00	
23082	Kuravirus	Genus	304:03:00	
14578	Bongovirus	Genus	122:08:00	120:03:00
8091	Mimivirus	Genus	136:03:00	
20485	Marseillevirus	Genus	65:02:00	53:02:00
29510	Bastillevirus	Genus	87:05:00	45:03:00
8039	Mimivirus	Genus	132:02:00	
22653	Gaprivervirus	Genus	180:05:00	138:06:00
17012	Ascovirus	Genus	106:00:00	49:01:00
21942	Corndogvirus	Genus	515:00:00	
8455	Megalocytivirus	Genus	59:09:00	
9188	Closterovirus	Genus	552:06:00	
15125	Mimivirus	Genus	99:09:00	37:01:00
23001	Kuravirus	Genus	105:05:00	36:04:00
1772	Mardivirus	Genus	151:05:00	
20219	Marseillevirus	Genus	124:02:00	
3799	Asfivirus	Genus	135:06:00	
14568	Bongovirus	Genus	186:03:00	173:07:00
16209	Schizotequatrovirus	Genus	157:02:00	46:01:00
27359	Zindervirus	Genus	54:07:00	
10548	Fletchervirus	Genus	148:06:00	38:00:00
28510	Teseptimavirus	Genus	47:04:00	
24844	Nankokuvirus	Genus	197:01:00	44:00:00
10500	Asfivirus	Genus	141:07:00	
26975	Lessievirus	Genus	147:02:00	132:01:00
13262	Phikzvirus	Genus	104:03:00	51:03:00
27948	Barnyardvirus	Genus	226:02:00	
17763	Varicellovirus	Genus	204:03:00	
6549	Megalocytivirus	Genus	672:02:00	
28693	Fletchervirus	Genus	499:01:00	32:09:00
1699	Orthopoxvirus	Genus	171:01:00	
23219	Pagevirus	Genus	138:06:00	41:05:00
16238	Betacoronavirus	Genus	122:06:00	
24503	Patiencevirus	Genus	244:01:00	212:03:00
15630	Iltovirus	Genus	116:00:00	36:02:00
15731	Alphabaculovirus	Genus	366:01:00	
2620	Whispovirus	Genus	264:07:00	
7352	Mimivirus	Genus	216:07:00	
7051	Mimivirus	Genus	98:01:00	
26951	Lessievirus	Genus	103:04:00	91:04:00
11639	Jerseyvirus	Genus	217:04:00	201:06:00
7513	Mimivirus	Genus	107:03:00	
18938	Pandoravirus	Genus	35:05:00	
2213	Whispovirus	Genus	186:01:00	71:00:00
18058	Andromedavirus	Genus	104:03:00	
16176	Fromanvirus	Genus	252:06:00	168:03:00
25845	Betaentomopoxvirus	Genus	288:07:00	62:05:00
29602	Bequatrovirus	Genus	126:03:00	
23224	Pagevirus	Genus	216:06:00	43:01:00
26041	Chloriridovirus	Genus	141:00:00	130:08:00
25667	Betaentomopoxvirus	Genus	168:05:00	153:02:00
6994	Mimivirus	Genus	536:07:00	
18273	Proboscivirus	Genus	246:03:00	45:00:00
23689	Vequintavirus	Genus	86:06:00	
11312	Unaquatrovirus	Genus	130:04:00	44:02:00
24246	Bruynoghevirus	Genus	104:06:00	44:01:00
23833	Kochikohdavirus	Genus	146:04:00	67:01:00
15056	Prasinovirus	Genus	149:00:00	
6561	Megalocytivirus	Genus	85:07:00	
26467	Corndogvirus	Genus	140:00:00	35:08:00
8752	Pecentumvirus	Genus	261:05:00	50:03:00
20135	Marseillevirus	Genus	354:08:00	
21004	Agatevirus	Genus	99:08:00	53:05:00
14746	Fromanvirus	Genus	191:05:00	47:08:00
3426	Avipoxvirus	Genus	233:08:00	52:02:00
25811	Betabaculovirus	Genus	85:03:00	47:09:00
7296	Mimivirus	Genus	206:04:00	
18588	Siminovitchvirus	Genus	189:08:00	177:04:00
2210	Whispovirus	Genus	471:08:00	
21990	Corndogvirus	Genus	257:01:00	114:04:00
23338	Nonagvirus	Genus	157:04:00	45:09:00
30960	Bequatrovirus	Genus	172:05:00	51:07:00
22004	Corndogvirus	Genus	155:07:00	32:02:00
30751	Lightbulbvirus	Genus	162:05:00	39:05:00
6797	Mastadenovirus	Genus	47:08:00	
26844	Catovirus	Genus	34:02:00	
6433	Waikavirus	Genus	55:02:00	
15066	Cytomegalovirus	Genus	107:04:00	33:03:00
29656	Seunavirus	Genus	129:04:00	87:05:00
1768	Mardivirus	Genus	92:08:00	
22132	Betabaculovirus	Genus	125:02:00	49:02:00
1602	Orthopoxvirus	Genus	189:07:00	38:06:00
24876	Nankokuvirus	Genus	136:07:00	65:04:00
8268	Mimivirus	Genus	244:06:00	91:07:00
16745	Tulanevirus	Genus	134:05:00	129:07:00
22852	Muromegalovirus	Genus	114:02:00	78:09:00
3810	Asfivirus	Genus	106:05:00	95:08:00
6993	Mimivirus	Genus	805:00:00	
29497	Bastillevirus	Genus	251:09:00	48:06:00
20948	Megrivirus	Genus	111:05:00	35:09:00
21552	Gamaleyavirus	Genus	136:09:00	94:00:00
7382	Mimivirus	Genus	198:00:00	
9001	Cytomegalovirus	Genus	269:07:00	
4051	Muromegalovirus	Genus	149:00:00	
8870	Cytomegalovirus	Genus	203:07:00	35:02:00
10939	Cheoctovirus	Genus	192:01:00	191:07:00
15605	Iltovirus	Genus	185:07:00	43:08:00
13174	Mimivirus	Genus	57:05:00	
23275	Slashvirus	Genus	168:06:00	96:04:00
6578	Megalocytivirus	Genus	105:00:00	54:08:00
7271	Mimivirus	Genus	261:05:00	
12402	Brujitavirus	Genus	137:08:00	127:05:00
27973	Pbunavirus	Genus	69:09:00	
1444	Rhadinovirus	Genus	110:00:00	75:04:00
17177	Alphabaculovirus	Genus	487:09:00	
24873	Nankokuvirus	Genus	137:03:00	85:09:00
19543	Pandoravirus	Genus	233:06:00	40:07:00
20357	Marseillevirus	Genus	47:01:00	
20089	Marseillevirus	Genus	231:06:00	
17981	Gamaleyavirus	Genus	95:02:00	
6954	Mimivirus	Genus	138:09:00	
27509	Chloriridovirus	Genus	87:04:00	53:04:00
20282	Marseillevirus	Genus	162:01:00	
17053	Ascovirus	Genus	322:02:00	39:02:00
22749	Teseptimavirus	Genus	228:01:00	32:07:00
7196	Mimivirus	Genus	93:08:00	
8107	Mimivirus	Genus	190:03:00	
15639	Iltovirus	Genus	163:02:00	33:07:00
14318	Wildcatvirus	Genus	129:07:00	126:02:00
18798	Lightbulbvirus	Genus	234:09:00	74:04:00
29574	Bequatrovirus	Genus	104:00:00	
30608	Caeruleovirus	Genus	126:05:00	75:09:00
15517	Mimivirus	Genus	107:05:00	36:08:00
21653	Zindervirus	Genus	67:09:00	42:07:00
18440	Slashvirus	Genus	300:06:00	132:05:00
25745	Betabaculovirus	Genus	33:04:00	
23761	Viunavirus	Genus	236:06:00	43:05:00
30934	Omegavirus	Genus	167:00:00	52:05:00
15153	Mimivirus	Genus	67:06:00	37:06:00
15759	Alphabaculovirus	Genus	345:06:00	
14440	Cheoctovirus	Genus	325:05:00	118:09:00
8022	Mimivirus	Genus	396:04:00	32:09:00
20245	Marseillevirus	Genus	396:07:00	
7772	Mimivirus	Genus	143:00:00	
9555	Betacoronavirus	Genus	75:02:00	45:08:00
24013	Emdodecavirus	Genus	217:09:00	36:01:00
18034	Andromedavirus	Genus	298:08:00	59:02:00
15507	Mimivirus	Genus	158:05:00	
8057	Mimivirus	Genus	106:00:00	
7801	Mimivirus	Genus	261:06:00	
30184	Cequinquevirus	Genus	88:03:00	42:00:00
7514	Mimivirus	Genus	80:01:00	32:09:00
19463	Pandoravirus	Genus	52:09:00	44:00:00
4762	Varicellovirus	Genus	33:03:00	
2185	Whispovirus	Genus	647:01:00	
20647	Alphabaculovirus	Genus	35:04:00	
958	Alphamesonivirus	Genus	264:05:00	
19998	Kochikohdavirus	Genus	180:00:00	165:05:00
7759	Mimivirus	Genus	101:07:00	38:08:00
3584	Rudivirus	Genus	55:01:00	
2588	Whispovirus	Genus	153:07:00	36:04:00
2171	Whispovirus	Genus	345:02:00	208:01:00
7564	Mimivirus	Genus	197:06:00	
20095	Marseillevirus	Genus	116:03:00	33:02:00
8161	Mimivirus	Genus	119:05:00	35:08:00
22362	Fromanvirus	Genus	97:08:00	
17402	Mimivirus	Genus	198:07:00	
3806	Asfivirus	Genus	288:03:00	32:04:00
29356	Homburgvirus	Genus	169:03:00	46:09:00
7308	Mimivirus	Genus	166:03:00	
6315	Teseptimavirus	Genus	71:06:00	
29609	Bequatrovirus	Genus	117:06:00	
19343	Pandoravirus	Genus	112:04:00	
21780	Pecentumvirus	Genus	156:07:00	
6058	Iteradensovirus	Genus	58:08:00	
2981	Lentivirus	Genus	64:03:00	62:07:00
26964	Lessievirus	Genus	110:03:00	108:08:00
4058	Muromegalovirus	Genus	112:08:00	
12920	Schizotequatrovirus	Genus	539:02:00	46:06:00
8439	Megalocytivirus	Genus	42:09:00	
2177	Whispovirus	Genus	204:05:00	39:08:00
997	Avulavirus	Genus	295:09:00	
7306	Mimivirus	Genus	245:07:00	
4032	Muromegalovirus	Genus	148:08:00	35:03:00
19265	Pandoravirus	Genus	108:07:00	38:05:00
7631	Mimivirus	Genus	328:02:00	
30829	Helsingorvirus	Genus	298:02:00	40:00:00
7805	Mimivirus	Genus	59:06:00	34:04:00
15949	Pipefishvirus	Genus	83:05:00	46:02:00
27536	Tulanevirus	Genus	189:00:00	
29634	Bequatrovirus	Genus	197:09:00	38:07:00
3429	Avipoxvirus	Genus	59:00:00	
15736	Alphabaculovirus	Genus	150:01:00	
15138	Mimivirus	Genus	37:03:00	
13085	Schizotequatrovirus	Genus	189:01:00	43:00:00
9190	Closterovirus	Genus	390:08:00	
18465	Slashvirus	Genus	243:02:00	78:02:00
13257	Trichomonasvirus	Genus	188:04:00	45:03:00
16973	Orthopoxvirus	Genus	103:00:00	54:09:00
22386	Enhodamvirus	Genus	175:08:00	43:07:00
16378	Ranavirus	Genus	286:01:00	37:02:00
29492	Bastillevirus	Genus	138:04:00	38:05:00
8023	Mimivirus	Genus	348:06:00	41:03:00
29598	Bequatrovirus	Genus	142:04:00	61:04:00
8733	Pecentumvirus	Genus	138:04:00	
19422	Pandoravirus	Genus	394:00:00	
7990	Mimivirus	Genus	95:06:00	33:03:00
10757	Ostreavirus	Genus	672:08:00	610:02:00
1300	Mastadenovirus	Genus	159:08:00	
20500	Marseillevirus	Genus	100:01:00	
1291	Mastadenovirus	Genus	55:04:00	34:00:00
15754	Alphabaculovirus	Genus	222:06:00	
6667	Varicellovirus	Genus	194:06:00	37:03:00
20382	Marseillevirus	Genus	61:04:00	33:05:00
27915	Mieseafarmvirus	Genus	576:01:00	
9910	Ranavirus	Genus	348:08:00	37:03:00
7878	Mimivirus	Genus	117:08:00	
30638	Mapvirus	Genus	253:00:00	201:05:00
16350	Rhadinovirus	Genus	425:01:00	36:00:00
26783	Biquartavirus	Genus	167:09:00	151:03:00
14575	Bongovirus	Genus	331:06:00	315:06:00
12529	Soymovirus	Genus	104:04:00	46:09:00
14585	Bongovirus	Genus	169:08:00	149:03:00
24350	Liefievirus	Genus	280:05:00	72:09:00
20287	Marseillevirus	Genus	105:01:00	47:08:00
8109	Mimivirus	Genus	263:07:00	
20364	Marseillevirus	Genus	75:07:00	
15366	Mimivirus	Genus	158:00:00	
20480	Marseillevirus	Genus	238:02:00	
28300	Agtrevirus	Genus	555:07:00	554:00:00
6540	Megalocytivirus	Genus	691:03:00	
6554	Megalocytivirus	Genus	58:03:00	
3397	Avipoxvirus	Genus	140:02:00	33:06:00
6930	Mimivirus	Genus	761:02:00	
23012	Kuravirus	Genus	125:02:00	50:09:00
9688	Vitivirus	Genus	119:03:00	41:06:00
31104	Bastillevirus	Genus	107:01:00	38:06:00
29616	Bequatrovirus	Genus	150:05:00	
2214	Whispovirus	Genus	667:08:00	196:06:00
27539	Tulanevirus	Genus	34:02:00	
4196	Cyprinivirus	Genus	818:09:00	
15530	Mimivirus	Genus	116:06:00	75:02:00
8031	Mimivirus	Genus	111:04:00	
20349	Marseillevirus	Genus	204:07:00	
20274	Marseillevirus	Genus	312:05:00	48:04:00
8078	Mimivirus	Genus	142:01:00	69:06:00
3461	Avipoxvirus	Genus	98:09:00	33:08:00
13853	Saphexavirus	Genus	137:07:00	47:05:00
25792	Betabaculovirus	Genus	49:08:00	47:02:00
6581	Megalocytivirus	Genus	967:01:00	44:04:00
16201	Schizotequatrovirus	Genus	87:07:00	69:08:00
4198	Cyprinivirus	Genus	180:09:00	
10079	Mastadenovirus	Genus	307:09:00	
14277	Fromanvirus	Genus	70:08:00	
22488	Percavirus	Genus	230:05:00	45:00:00
18466	Slashvirus	Genus	313:09:00	141:01:00
21770	Pecentumvirus	Genus	158:05:00	
20020	Marseillevirus	Genus	47:06:00	
23638	Vequintavirus	Genus	34:04:00	
28012	Homburgvirus	Genus	205:09:00	99:01:00
10540	Fletchervirus	Genus	125:02:00	43:06:00
21945	Corndogvirus	Genus	133:05:00	33:08:00
13307	Phikzvirus	Genus	485:06:00	372:02:00
15303	Mimivirus	Genus	104:05:00	79:05:00
21946	Corndogvirus	Genus	126:08:00	52:07:00
21776	Pecentumvirus	Genus	113:04:00	39:09:00
4220	Cyprinivirus	Genus	1553:03:00	
18460	Slashvirus	Genus	175:03:00	88:04:00
7522	Mimivirus	Genus	99:04:00	35:04:00
7485	Mimivirus	Genus	133:03:00	36:05:00
16746	Tulanevirus	Genus	185:02:00	86:00:00
13173	Mimivirus	Genus	150:07:00	
14580	Bongovirus	Genus	177:02:00	135:04:00
7563	Mimivirus	Genus	128:03:00	36:06:00
11446	Betabaculovirus	Genus	125:06:00	68:03:00
11225	Parapoxvirus	Genus	105:04:00	38:03:00
3989	Muromegalovirus	Genus	504:06:00	
2344	Whispovirus	Genus	827:04:00	249:09:00
3824	Asfivirus	Genus	323:06:00	
8996	Cytomegalovirus	Genus	90:01:00	
14526	Timquatrovirus	Genus	69:08:00	53:03:00
16287	Alphabaculovirus	Genus	86:09:00	
18432	Slashvirus	Genus	152:03:00	63:03:00
28169	Prasinovirus	Genus	160:00:00	
1544	Orthopoxvirus	Genus	163:09:00	146:09:00
27415	Yuavirus	Genus	88:09:00	
4298	Cyprinivirus	Genus	1546:04:00	
9002	Cytomegalovirus	Genus	286:07:00	
18398	Potyvirus	Genus	189:08:00	
6550	Megalocytivirus	Genus	267:03:00	46:08:00
8458	Megalocytivirus	Genus	135:06:00	42:06:00
8269	Mimivirus	Genus	196:01:00	128:05:00
2200	Whispovirus	Genus	127:08:00	49:08:00
29638	Bequatrovirus	Genus	276:09:00	71:06:00
8275	Mimivirus	Genus	49:00:00	
22413	Enhodamvirus	Genus	99:03:00	49:05:00
1740	Tungrovirus	Genus	69:02:00	49:09:00
7766	Mimivirus	Genus	133:03:00	32:00:00
20134	Marseillevirus	Genus	93:08:00	
30964	Bequatrovirus	Genus	33:00:00	
15221	Mimivirus	Genus	116:01:00	38:00:00
15777	Alphabaculovirus	Genus	157:09:00	33:00:00
30245	Asteriusvirus	Genus	156:00:00	152:00:00
24459	Slopekvirus	Genus	168:09:00	35:03:00
24024	Emdodecavirus	Genus	230:04:00	79:04:00
4240	Cyprinivirus	Genus	366:05:00	69:05:00
17194	Alphabaculovirus	Genus	92:00:00	37:07:00
24887	Nankokuvirus	Genus	328:00:00	38:09:00
3486	Avipoxvirus	Genus	231:05:00	118:03:00
29513	Bastillevirus	Genus	207:05:00	99:03:00
15573	Mimivirus	Genus	73:07:00	63:05:00
21988	Corndogvirus	Genus	264:00:00	52:07:00
28768	Ithacavirus	Genus	138:06:00	137:08:00
20457	Marseillevirus	Genus	1638:03:00	
15607	Iltovirus	Genus	125:00:00	35:05:00
20672	Alphabaculovirus	Genus	342:07:00	44:03:00
22423	Enhodamvirus	Genus	200:06:00	41:08:00
17640	Mimivirus	Genus	180:08:00	37:09:00
14991	Prasinovirus	Genus	167:08:00	
14295	Cheoctovirus	Genus	115:07:00	
18896	Pandoravirus	Genus	163:04:00	
15316	Mimivirus	Genus	72:04:00	
10894	Bixzunavirus	Genus	236:04:00	48:09:00
29623	Bequatrovirus	Genus	104:03:00	
4361	Cyprinivirus	Genus	122:01:00	
18446	Slashvirus	Genus	188:02:00	87:06:00
15768	Alphabaculovirus	Genus	329:05:00	41:05:00
27420	Yuavirus	Genus	71:03:00	
18004	Ranavirus	Genus	51:03:00	37:08:00
29221	Viunavirus	Genus	171:00:00	156:08:00
9030	Cytomegalovirus	Genus	176:07:00	
13120	Schizotequatrovirus	Genus	226:00:00	38:08:00
19552	Pandoravirus	Genus	211:04:00	
20237	Marseillevirus	Genus	136:08:00	
12336	Tequatrovirus	Genus	114:05:00	36:02:00
26600	Krischvirus	Genus	637:00:00	
2092	Whispovirus	Genus	167:03:00	49:03:00
7863	Mimivirus	Genus	168:03:00	32:04:00
2254	Whispovirus	Genus	278:02:00	52:02:00
10430	Firehammervirus	Genus	650:05:00	100:07:00
6586	Megalocytivirus	Genus	84:05:00	
27419	Yuavirus	Genus	97:08:00	
7744	Mimivirus	Genus	432:06:00	
6579	Megalocytivirus	Genus	66:09:00	
8176	Mimivirus	Genus	107:06:00	
7530	Mimivirus	Genus	58:09:00	
20131	Marseillevirus	Genus	109:05:00	38:03:00
20671	Alphabaculovirus	Genus	85:07:00	32:03:00
3420	Avipoxvirus	Genus	153:07:00	35:06:00
8182	Mimivirus	Genus	166:05:00	
26313	Timquatrovirus	Genus	38:00:00	
19534	Pandoravirus	Genus	304:00:00	
16776	Tulanevirus	Genus	255:01:00	49:00:00
13009	Schizotequatrovirus	Genus	178:06:00	54:03:00
29631	Bequatrovirus	Genus	172:09:00	37:03:00
10577	Fletchervirus	Genus	749:04:00	
7552	Mimivirus	Genus	90:08:00	
20279	Marseillevirus	Genus	166:05:00	
1662	Orthopoxvirus	Genus	105:03:00	32:08:00
23073	Kuravirus	Genus	106:02:00	40:04:00
6230	Kayvirus	Genus	143:09:00	51:04:00
6332	Tremovirus	Genus	319:02:00	
28672	Viunavirus	Genus	123:05:00	113:06:00
20451	Marseillevirus	Genus	195:09:00	
17660	Mimivirus	Genus	103:09:00	66:07:00
29135	Certrevirus	Genus	136:08:00	53:00:00
3528	Avipoxvirus	Genus	118:04:00	
7910	Mimivirus	Genus	108:06:00	51:04:00
21975	Corndogvirus	Genus	150:07:00	70:00:00
9068	Macavirus	Genus	119:05:00	33:08:00
24112	Emdodecavirus	Genus	367:05:00	33:06:00
24851	Nankokuvirus	Genus	140:06:00	39:04:00
20358	Marseillevirus	Genus	49:03:00	
13214	Mimivirus	Genus	160:08:00	113:00:00
16353	Rhadinovirus	Genus	35:02:00	
30652	Betaentomopoxvirus	Genus	51:03:00	
3213	Alphabaculovirus	Genus	37:04:00	
15767	Alphabaculovirus	Genus	456:05:00	
20249	Marseillevirus	Genus	109:09:00	
19190	Pandoravirus	Genus	115:05:00	43:03:00
22435	Alphabaculovirus	Genus	117:05:00	64:07:00
6329	Tremovirus	Genus	322:07:00	
21984	Corndogvirus	Genus	154:05:00	47:05:00
29408	Bastillevirus	Genus	158:06:00	48:06:00
8256	Mimivirus	Genus	33:05:00	
20099	Marseillevirus	Genus	103:05:00	
22480	Timquatrovirus	Genus	71:06:00	
3807	Asfivirus	Genus	121:08:00	39:09:00
22393	Enhodamvirus	Genus	612:06:00	
3883	Asfivirus	Genus	285:04:00	33:00:00
20319	Marseillevirus	Genus	95:07:00	72:00:00
29266	Saphexavirus	Genus	143:03:00	135:08:00
6866	Mimivirus	Genus	337:09:00	182:07:00
30270	Alcyoneusvirus	Genus	574:05:00	315:01:00
8210	Mimivirus	Genus	111:02:00	
1404	Rhadinovirus	Genus	44:09:00	
4012	Muromegalovirus	Genus	252:05:00	
15393	Mimivirus	Genus	101:06:00	39:08:00
19753	Fromanvirus	Genus	40:09:00	39:03:00
6333	Tremovirus	Genus	246:04:00	
20799	Simplexvirus	Genus	103:04:00	32:03:00
29592	Bequatrovirus	Genus	298:06:00	75:00:00
